BRGY_CODE,BRGY,MUNICIPALITY,PROVINCE,REGION,URBANITY
10891,Barangay 180, Caloocan City,Metro Manila,NCR,Urban
10810,Barangay 164, Caloocan City,Metro Manila,NCR,Urban
10222,Barangay 741, Malate,Metro Manila,NCR,Urban
10226,Barangay 897, Santa Ana,Metro Manila,NCR,Urban
11602,Barangay 179, Pasay City,Metro Manila,NCR,Urban
10613,Culiat, Quezon City,Metro Manila,NCR,Urban
10407,Tañong, City Of Marikina,Metro Manila,NCR,Urban
11601,Barangay 76, Pasay City,Metro Manila,NCR,Urban
11201,B. F. International Village, City Of Las Piñas,Metro Manila,NCR,Urban
11004,Navotas East, City Of Navotas,Metro Manila,NCR,Urban
10480,Nangka, City Of Marikina,Metro Manila,NCR,Urban
11102,Marulas, City Of Valenzuela,Metro Manila,NCR,Urban
11701,Santo Rosario-Kanluran, Pateros,Metro Manila,NCR,Urban
10636,Quirino 2-B, Quezon City,Metro Manila,NCR,Urban
10603,Batasan Hills, Quezon City,Metro Manila,NCR,Urban
10609,Pasong Tamo, Quezon City,Metro Manila,NCR,Urban
10634,Bagumbayan, Quezon City,Metro Manila,NCR,Urban
10204,Barangay 102, Tondo I / Ii,Metro Manila,NCR,Urban
10813,Barangay 161, Caloocan City,Metro Manila,NCR,Urban
10505,Santa Lucia, City Of Pasig,Metro Manila,NCR,Urban
10625,Doña Imelda, Quezon City,Metro Manila,NCR,Urban
10218,Barangay 571, Sampaloc,Metro Manila,NCR,Urban
11403,Alabang, City Of Muntinlupa,Metro Manila,NCR,Urban
10212,Barangay 322, Santa Cruz,Metro Manila,NCR,Urban
10210,Barangay 387, Quiapo,Metro Manila,NCR,Urban
11392,Cembo, City Of Makati,Metro Manila,NCR,Urban
10604,Holy Spirit, Quezon City,Metro Manila,NCR,Urban
10615,Nagkaisang Nayon, Quezon City,Metro Manila,NCR,Urban
11605,Barangay 98, Pasay City,Metro Manila,NCR,Urban
11406,New Alabang Village, City Of Muntinlupa,Metro Manila,NCR,Urban
10213,Barangay 361, Santa Cruz,Metro Manila,NCR,Urban
11208,Ilaya, City Of Las Piñas,Metro Manila,NCR,Urban
10805,Barangay 12, Caloocan City,Metro Manila,NCR,Urban
10220,Barangay 630, Sampaloc,Metro Manila,NCR,Urban
11405,Bayanan, City Of Muntinlupa,Metro Manila,NCR,Urban
11308,La Paz, City Of Makati,Metro Manila,NCR,Urban
11207,Pamplona Uno, City Of Las Piñas,Metro Manila,NCR,Urban
10902,Longos, City Of Malabon,Metro Manila,NCR,Urban
10904,Tañong (Pob.), City Of Malabon,Metro Manila,NCR,Urban
11304,Pio Del Pilar, City Of Makati,Metro Manila,NCR,Urban
10221,Barangay 670, Ermita,Metro Manila,NCR,Urban
10403,Malanday, City Of Marikina,Metro Manila,NCR,Urban
10601,Commonwealth, Quezon City,Metro Manila,NCR,Urban
11307,San Antonio, City Of Makati,Metro Manila,NCR,Urban
10702,Tibagan, City Of San Juan,Metro Manila,NCR,Urban
10901,Potrero, City Of Malabon,Metro Manila,NCR,Urban
11502,San Isidro, City Of Parañaque,Metro Manila,NCR,Urban
10616,Bagbag, Quezon City,Metro Manila,NCR,Urban
10290,Barangay 17, Tondo I / Ii,Metro Manila,NCR,Urban
10590,Kapitolyo, City Of Pasig,Metro Manila,NCR,Urban
10692,Pasong Tamo, Quezon City,Metro Manila,NCR,Urban
10490,Masagana, Quezon City,Metro Manila,NCR,Urban
10890,Barangay 28, Caloocan City,Metro Manila,NCR,Urban
11090,Tanza, City Of Navotas,Metro Manila,NCR,Urban
11391,Rizal, City Of Makati,Metro Manila,NCR,Urban
11890,Western Bicutan, Taguig City,Metro Manila,NCR,Urban
11892,Tanyag (Bagong Tanyag), Taguig City,Metro Manila,NCR,Urban
10892,Barangay 173, Caloocan City,Metro Manila,NCR,Urban
11390,Pinagsama, Taguig City,Metro Manila,NCR,Urban
10228,Barangay 843, Pandacan,Metro Manila,NCR,Urban
10207,Barangay 180, Tondo I / Ii,Metro Manila,NCR,Urban
11504,San Antonio, City Of Parañaque,Metro Manila,NCR,Urban
10618,Apolonio Samson, Quezon City,Metro Manila,NCR,Urban
10216,Barangay 498, Sampaloc,Metro Manila,NCR,Urban
30104,Gun-ob, Lapu-Lapu City (Opon),Cebu,VIS,Urban
30107,Pardo (Pob.), Cebu City (Capital),Cebu,VIS,Urban
30109,Mactan, Lapu-Lapu City (Opon),Cebu,VIS,Urban
30110,Yati, Liloan,Cebu,VIS,Urban
30114,Tinago, Cebu City (Capital),Cebu,VIS,Urban
30115,Lawaan III, City Of Talisay,Cebu,VIS,Urban
30105,Sambag II (Pob.), Cebu City (Capital),Cebu,VIS,Urban
30112,Tabok, Mandaue City,Cebu,VIS,Urban
30117,Pari-an, Cebu City (Capital),Cebu,VIS,Urban
30101,Guadalupe, Cebu City (Capital),Cebu,VIS,Urban
30103,Mabolo, Cebu City (Capital),Cebu,VIS,Urban
30106,Tejero (Villa Gonzalo), Cebu City (Capital),Cebu,VIS,Urban
30116,Guizo, Mandaue City,Cebu,VIS,Urban
30119,Jugan, Consolacion,Cebu,VIS,Urban
30108,Luz, Cebu City (Capital),Cebu,VIS,Urban
30113,Carreta, Cebu City (Capital),Cebu,VIS,Urban
30102,Lahug (Pob.), Cebu City (Capital),Cebu,VIS,Urban
30111,Marigondon, Lapu-Lapu City (Opon),Cebu,VIS,Urban
30206,Barangay 4 (Pob.), Bacolod City (Capital),Negros Occidental,VIS,Urban
30203,Bata, Bacolod City (Capital),Negros Occidental,VIS,Urban
30204,Estefania, Bacolod City (Capital),Negros Occidental,VIS,Urban
30202,Mansilingan, Bacolod City (Capital),Negros Occidental,VIS,Urban
30207,Barangay 13 (Pob.), Bacolod City (Capital),Negros Occidental,VIS,Urban
30201,Villamonte, Bacolod City (Capital),Negros Occidental,VIS,Urban
30304,Santa Cruz, Iloilo City (Capital),Iloilo,VIS,Urban
30302,Benedicto (Jaro), Iloilo City (Capital),Iloilo,VIS,Urban
30306,Sampaguita, Iloilo City (Capital),Iloilo,VIS,Urban
30301,San Juan, Iloilo City (Capital),Iloilo,VIS,Urban
30402,Barangay 83 (San Jose), Tacloban City (Capital),Leyte,VIS,Urban
30602,Carayman, Calbayog City,Samar (Western Samar),VIS,Urban
30601,San Policarpio, Calbayog City,Samar (Western Samar),VIS,Urban
30702,Poblacion, Bago City,Negros Occidental,VIS,Urban
30701,Ma-ao Barrio, Bago City,Negros Occidental,VIS,Urban
30802,Don Andres Soriano (Lutopan), Toledo City,Cebu,VIS,Urban
30901,Tiza, Roxas City (Capital),Capiz,VIS,Urban
30902,Tanque, Roxas City (Capital),Capiz,VIS,Urban
31001,Quezon, San Carlos City,Negros Occidental,VIS,Urban
31002,Barangay I (Pob.), San Carlos City,Negros Occidental,VIS,Urban
31102,Banilad, Dumaguete City (Capital),Negros Oriental,VIS,Urban
31101,Calindagan, Dumaguete City (Capital),Negros Oriental,VIS,Urban
31201,San Pedro, San Jose (Capital),Antique,VIS,Urban
31301,Poblacion South, Oton,Iloilo,VIS,Urban
31402,Estancia, Kalibo (Capital),Aklan,VIS,Urban
31401,Poblacion, Kalibo (Capital),Aklan,VIS,Urban
31501,Cogon, Tagbilaran City (Capital),Bohol,VIS,Urban
31502,Poblacion III, Tagbilaran City (Capital),Bohol,VIS,Urban
31601,Mabigo (Pob.), Canlaon City,Negros Oriental,VIS,Urban
31703,Poblacion 3 (Barangay 3), City Of Catbalogan (Capital),Samar (Western Samar),VIS,Urban
31701,Canlapwas (Pob.), City Of Catbalogan (Capital),Samar (Western Samar),VIS,Urban
31802,Canramos (Pob.), Tanauan,Leyte,VIS,Urban
31803,Santo Niño Pob. (Haclagan), Tanauan,Leyte,VIS,Urban
33801,Basak Pardo, Cebu City (Capital),Cebu,VIS,Urban
34000,Badiangan, Banga,Aklan,VIS,Rural
34100,Polocate, Banga,Aklan,VIS,Rural
34400,Candual, Panay,Capiz,VIS,Rural
34500,Cogon, Panay,Capiz,VIS,Rural
34600,Agdahon, Cuartero,Capiz,VIS,Rural
34700,Poblacion Ilaya, Cuartero,Capiz,VIS,Rural
34800,Gines Viejo, City Of Passi,Iloilo,VIS,Rural
34900,Gemumua-agahon, City Of Passi,Iloilo,VIS,Rural
35000,Jayubo, Lambunao,Iloilo,VIS,Rural
35100,Walang, Lambunao,Iloilo,VIS,Rural
35200,Tigum, Pavia,Iloilo,VIS,Rural
35400,Molocaboc, Sagay City,Negros Occidental,VIS,Rural
35800,Barangay III (Pob.), Pontevedra,Negros Occidental,VIS,Rural
36000,Guadalupe(Bohol), Carmen,Bohol,VIS,Rural
36100,Montevideo, Carmen,Bohol,VIS,Rural
36300,San Isidro, Calape,Bohol,VIS,Rural
36400,Calma, Garcia Hernandez,Bohol,VIS,Rural
36500,Datag, Garcia Hernandez,Bohol,VIS,Rural
36800,Alambijud, Argao,Cebu,VIS,Rural
36900,Cansuje, Argao,Cebu,VIS,Rural
37000,Hagnaya, Carmen,Cebu,VIS,Rural
37200,Bae, Sibonga,Cebu,VIS,Rural
37300,Banlot, Sibonga,Cebu,VIS,Rural
37400,Lamogong, Manjuyod,Negros Oriental,VIS,Rural
37500,Maaslum, Manjuyod,Negros Oriental,VIS,Rural
37700,Malangsa, Vallehermoso,Negros Oriental,VIS,Rural
37800,Malaunay, Valencia (Luzurriaga),Negros Oriental,VIS,Rural
37900,Pulangbato, Valencia (Luzurriaga),Negros Oriental,VIS,Rural
38200,Santo Rosario, City Of Baybay,Leyte,VIS,Rural
38300,Gakat, City Of Baybay,Leyte,VIS,Rural
38400,Pagsang-an, Abuyog,Leyte,VIS,Rural
38500,Santo Niño (Pob.), Abuyog,Leyte,VIS,Rural
38600,Baras, Palo,Leyte,VIS,Rural
38700,Santa Cruz (Pob.), Palo,Leyte,VIS,Rural
70101,Canduman, Mandaue City,Cebu,VIS,Urban
70103,Labogon, Mandaue City,Cebu,VIS,Urban
70201,Looc, Lapu-Lapu City (Opon),Cebu,VIS,Urban
70202,Buaya, Lapu-Lapu City (Opon),Cebu,VIS,Urban
70301,San Isidro, City Of Talisay,Cebu,VIS,Urban
70401,Lag-Asan, Bago City,Negros Occidental,VIS,Urban
70501,Catarman, Liloan,Cebu,VIS,Urban
70601,Luray II, Toledo City,Cebu,VIS,Urban
70701,Casili, Consolacion,Cebu,VIS,Urban
70801,Barangay 109-A, Tacloban City (Capital),Leyte,VIS,Urban
70902,Tambulilid, Ormoc City,Leyte,VIS,Urban
70901,San Pablo (Simangan), Ormoc City,Leyte,VIS,Urban
71001,Inoburan, City Of Naga,Cebu,VIS,Urban
71002,Cantao-an, City Of Naga,Cebu,VIS,Urban
71101,Cogon, Compostela,Cebu,VIS,Urban
71102,Poblacion, Compostela,Cebu,VIS,Urban
71201,Masulog, Canlaon City,Negros Oriental,VIS,Urban
71301,Funda-Dalipe, San Jose (Capital),Antique,VIS,Urban
71401,Duljo (Pob.), Cebu City (Capital),Cebu,VIS,Urban
71501,Granada, Bacolod City (Capital),Negros Occidental,VIS,Urban
71601,Lawa-an, Roxas City (Capital),Capiz,VIS,Urban
71701,Trapiche, Oton,Iloilo,VIS,Urban
71801,Cabong, City Of Borongan (Capital),Eastern Samar,VIS,Urban
74000,Makinhas, City Of Baybay,Leyte,VIS,Rural
74100,Ga-as, City Of Baybay,Leyte,VIS,Rural
74200,Kilim, City Of Baybay,Leyte,VIS,Rural
74300,San Agustin, City Of Baybay,Leyte,VIS,Rural
74400,Mulapula, City Of Passi,Iloilo,VIS,Rural
74500,Man-it, City Of Passi,Iloilo,VIS,Rural
74600,Tampucao, Lambunao,Iloilo,VIS,Rural
74700,Agsirab, Lambunao,Iloilo,VIS,Rural
74800,Binlod, Argao,Cebu,VIS,Rural
74900,Tulic, Argao,Cebu,VIS,Rural
75000,Cagbolo, Abuyog,Leyte,VIS,Rural
75200,Malubon, Sagay City,Negros Occidental,VIS,Rural
75300,Fabrica, Sagay City,Negros Occidental,VIS,Rural
75400,Naga-naga, Palo,Leyte,VIS,Rural
75500,Prenza, Balamban,Cebu,VIS,Rural
75600,Abucayan, Balamban,Cebu,VIS,Rural
75700,San Juan, Pontevedra,Negros Occidental,VIS,Rural
75800,Anilao, Pavia,Iloilo,VIS,Rural
75900,Ipil, Carmen,Cebu,VIS,Rural
76000,Molobolo, Vallehermoso,Negros Oriental,VIS,Rural
31903,Songco, City Of Borongan (Capital),Eastern Samar,VIS,Urban
70102,Tipolo, Mandaue City,Cebu,VIS,Urban
70302,Tabunoc, City Of Talisay,Cebu,VIS,Urban
36200,Bonbon, Calape,Bohol,VIS,Rural
40101,Buhangin (Pob.), Davao City,Davao Del Sur,MIN,Urban
40113,Barangay 8-A (Pob.), Davao City,Davao Del Sur,MIN,Urban
40107,Matina Aplaya, Davao City,Davao Del Sur,MIN,Urban
40102,Bucana, Davao City,Davao Del Sur,MIN,Urban
40111,San Antonio, Davao City,Davao Del Sur,MIN,Urban
40117,Barangay 29-C (Pob.), Davao City,Davao Del Sur,MIN,Urban
40106,Barangay 19-B (Pob.), Davao City,Davao Del Sur,MIN,Urban
40105,Sasa, Davao City,Davao Del Sur,MIN,Urban
40104,Pampanga, Davao City,Davao Del Sur,MIN,Urban
40116,Barangay 24-C (Pob.), Davao City,Davao Del Sur,MIN,Urban
40205,Curuan, Zamboanga City,Zamboanga Peninsula,MIN,Urban
40206,Sinunoc, Zamboanga City,Zamboanga Peninsula,MIN,Urban
40204,Recodo, Zamboanga City,Zamboanga Del Sur,MIN,Urban
40207,Divisoria, Zamboanga City,Zamboanga Del Sur,MIN,Urban
40202,Camino Nuevo, Zamboanga City,Zamboanga Del Sur,MIN,Urban
40201,Santa Catalina, Zamboanga City,Zamboanga Del Sur,MIN,Urban
40203,San Roque, Zamboanga City,Zamboanga Del Sur,MIN,Urban
40301,Lapasan, Cagayan De Oro City (Capital),Misamis Oriental,MIN,Urban
40302,Camaman-an, Cagayan De Oro City (Capital),Misamis Oriental,MIN,Urban
40305,Bonbon, Cagayan De Oro City (Capital),Misamis Oriental,MIN,Urban
40303,Gusa, Cagayan De Oro City (Capital),Misamis Oriental,MIN,Urban
40304,Macasandig, Cagayan De Oro City (Capital),Misamis Oriental,MIN,Urban
40405,Tambler, General Santos City (Dadiangas),South Cotabato,MIN,Urban
40401,Lagao (1st and 3rd), General Santos City (Dadiangas),South Cotabato,MIN,Urban
40402,Labangal, General Santos City (Dadiangas),South Cotabato,MIN,Urban
40403,Dadiangas East (Pob.), General Santos City (Dadiangas),South Cotabato,MIN,Urban
40404,Bula, General Santos City (Dadiangas),South Cotabato,MIN,Urban
40504,Tominobo Proper, Iligan City,Lanao Del Norte,MIN,Urban
40502,Palao, Iligan City,Lanao Del Norte,MIN,Urban
40501,Tubod, Iligan City,Lanao Del Norte,MIN,Urban
40503,Suarez, Iligan City,Lanao Del Norte,MIN,Urban
40603,Bayanihan Pob. (Bgy. 27), Butuan City (Capital),Agusan Del Norte,MIN,Urban
40601,Ampayon, Butuan City (Capital),Agusan Del Norte,MIN,Urban
40702,Magugpo Poblacion, City Of Tagum (Capital),Davao Del Norte,MIN,Urban
40701,Magugpo East, City Of Tagum (Capital),Davao Del Norte,MIN,Urban
40802,Rosary Heights, Cotabato City,Maguindanao,MIN,Urban
40801,Poblacion, Cotabato City,Maguindanao,MIN,Urban
40901,San Pedro (Pob.), Pagadian City (Capital),Zamboanga Del Sur,MIN,Urban
40902,Santiago (Pob.), Pagadian City (Capital),Zamboanga Del Sur,MIN,Urban
40903,Kawit, Pagadian City (Capital),Zamboanga Del Sur,MIN,Urban
41002,San Juan, Surigao City (Capital),Surigao Del Norte,MIN,Urban
41001,Washington (Pob.), Surigao City (Capital),Surigao Del Norte,MIN,Urban
41101,Miputak (Pob.), Dipolog City (Capital),Zamboanga Del Norte,MIN,Urban
41102,Galas, Dipolog City (Capital),Zamboanga Del Norte,MIN,Urban
41402,Mobod, Oroquieta City (Capital),Misamis Occidental,MIN,Urban
41403,Poblacion I, Oroquieta City (Capital),Misamis Occidental,MIN,Urban
41602,San Miguel (Odaca), City Of Digos (Capital),Davao Del Sur,MIN,Urban
41601,Zone 3 (Pob.), City Of Digos (Capital),Davao Del Sur,MIN,Urban
41801,Poblacion (Alabel), Alabel (Capital),Sarangani Province,MIN,Urban
41802,Maribulan, Alabel (Capital),Sarangani Province,MIN,Urban
41901,Poblacion, City Of Kidapawan (Capital),Cotabato (North Cotabato),MIN,Urban
41902,Lanao, City Of Kidapawan (Capital),Cotabato (North Cotabato),MIN,Urban
42002,San Pablo, City Of Tacurong,South Cotabato,MIN,Urban
42003,Poblacion, City Of Tacurong,South Cotabato,MIN,Urban
42001,New Isabela, City Of Tacurong,South Cotabato,MIN,Urban
42103,Poblacion, City Of Bislig,Surigao Del Sur,MIN,Urban
42102,Tabon, City Of Bislig,Surigao Del Sur,MIN,Urban
42101,Mangagoy, City Of Bislig,Surigao Del Sur,MIN,Urban
43803,Vicente Hizon Sr., Davao City,Davao Del Sur,MIN,Urban
43801,Barangay 38-D (Pob.), Davao City,Davao Del Sur,MIN,Urban
43802,Dumoy, Davao City,Davao Del Sur,MIN,Urban
43804,Barangay 36-D (Pob.), Davao City,Davao Del Sur,MIN,Urban
44000,Dabiak, Katipunan,Zamboanga Del Norte,MIN,Rural
44100,Daanglungsod, Katipunan,Zamboanga Del Norte,MIN,Rural
44400,Concepcion (Balungis), Kabasalan,Zamboanga Sibugay,MIN,Rural
44500,Timuay Danda (Mangahas), Kabasalan,Zamboanga Sibugay,MIN,Rural
44600,Demetrio Fernan, Bonifacio,Negros Occidental,MIN,Rural
44700,Liloan, Bonifacio,Negros Occidental,MIN,Rural
44800,Calongonan, City Of El Salvador,Misamis Oriental,MIN,Rural
45200,Cabug, Medina,Misamis Oriental,MIN,Rural
45300,Pahindong, Medina,Misamis Oriental,MIN,Rural
45400,Anibongan, Carmen,Davao Del Norte,MIN,Rural
46300,New Baclayon, Malalag,Davao Del Sur,MIN,Rural
46400,Poblacion, Caraga,Compostela Valley,MIN,Rural
46500,Sobrecarey, Caraga,Compostela Valley,MIN,Rural
46800,Polo, Polomolok,South Cotabato,MIN,Rural
46900,Koronadal Proper, Polomolok,South Cotabato,MIN,Rural
47000,Lower Katingawan, Midsayap,Cotabato (North Cotabato),MIN,Rural
47200,Minamaing, Matalam,Cotabato (North Cotabato),MIN,Rural
47300,Kibia, Matalam,Cotabato (North Cotabato),MIN,Rural
47400,Caromatan, Kolambugan,Lanao Del Norte,MIN,Rural
47500,Libertad, Kolambugan,Lanao Del Norte,MIN,Rural
47900,Borongotan, Upi,Maguindanao,MIN,Rural
48100,Nituan, Parang,Maguindanao,MIN,Rural
48200,Abilan, Buenavista,Agusan Del Norte,MIN,Rural
48300,Sacol, Buenavista,Agusan Del Norte,MIN,Rural
48400,Mabini, City Of Cabadbaran,Agusan Del Norte,MIN,Rural
48800,Cabacungan, Barobo,Surigao Del Sur,MIN,Rural
48900,Javier, Barobo,Surigao Del Sur,MIN,Rural
80101,San Vicente, Butuan City (Capital),Agusan Del Norte,MIN,Urban
80201,Aplaya, City Of Digos (Capital),Davao Del Sur,MIN,Urban
80301,Sicayab, Dipolog City (Capital),Zamboanga Del Norte,MIN,Urban
80401,Taft (Pob.), Surigao City (Capital),Surigao Del Norte,MIN,Urban
80501,Sudapin, City Of Kidapawan (Capital),Cotabato (North Cotabato),MIN,Urban
80601,Pag-asa, Alabel (Capital),Sarangani Province,MIN,Urban
80801,Marcos, Magallanes,Agusan Del Norte,MIN,Urban
80802,Santo Rosario, Magallanes,Agusan Del Norte,MIN,Urban
80902,Tibal-og (Pob.), Santo Tomas,Davao Del Norte,MIN,Urban
80901,Casig-Ang, Santo Tomas,Davao Del Norte,MIN,Urban
81001,Tuban, Santa Cruz,Davao Del Sur,MIN,Urban
81002,Astorga, Santa Cruz,Davao Del Sur,MIN,Urban
81102,Banadero (Pob.), Ozamis City,Misamis Occidental,MIN,Urban
81101,Catadman-Manabay, Ozamis City,Misamis Occidental,MIN,Urban
81201,Zone II (Pob.), City Of Koronadal (Capital),South Cotabato,MIN,Urban
81202,General Paulino Santos (Bo. 1), City Of Koronadal (Capital),South Cotabato,MIN,Urban
81301,Bagua II, Cotabato City,Maguindanao,MIN,Urban
81401,Magugpo West, City Of Tagum (Capital),Davao Del Norte,MIN,Urban
84000,Atan-Awe, Davao City,Davao Del Sur,MIN,Rural
84100,Kilate, Davao City,Davao Del Sur,MIN,Rural
84200,Tagluno, Davao City,Davao Del Sur,MIN,Rural
84300,Mulig, Davao City,Davao Del Sur,MIN,Rural
84400,Angalan, Davao City,Davao Del Sur,MIN,Rural
84500,Baracatan, Davao City,Davao Del Sur,MIN,Rural
84600,Biao Escuela, Davao City,Davao Del Sur,MIN,Rural
84700,Waan, Davao City,Davao Del Sur,MIN,Rural
84800,Gumalang, Davao City,Davao Del Sur,MIN,Rural
84900,Sirib, Davao City,Davao Del Sur,MIN,Rural
85000,Eden, Davao City,Davao Del Sur,MIN,Rural
85100,San Pedro, Midsayap,Cotabato (North Cotabato),MIN,Rural
85200,Ilbocean, Midsayap,Cotabato (North Cotabato),MIN,Rural
85300,San Isidro, Midsayap,Cotabato (North Cotabato),MIN,Rural
85400,Bagumba, Midsayap,Cotabato (North Cotabato),MIN,Rural
85500,Central Bulanan, Midsayap,Cotabato (North Cotabato),MIN,Rural
85600,New Bugasong, Matalam,Cotabato (North Cotabato),MIN,Rural
85700,New Pandan, Matalam,Cotabato (North Cotabato),MIN,Rural
85900,Comagascas, City Of Cabadbaran,Agusan Del Norte,MIN,Rural
86300,Asuncion (Cuatro-Cuatro), Carmen,Davao Del Norte,MIN,Rural
86400,Tiayon, Ipil (Capital),Zamboanga Sibugay,MIN,Rural
86500,Magdaup, Ipil (Capital),Zamboanga Sibugay,MIN,Rural
86600,Bulacan, Malalag,Davao Del Sur,MIN,Rural
86700,Sambulawan, City Of El Salvador,Misamis Oriental,MIN,Rural
86800,Patag, Malapatan,Sarangani Province,MIN,Rural
86900,Sapu Padidu, Malapatan,Sarangani Province,MIN,Rural
87000,Nangi, Upi,Maguindanao,MIN,Rural
40109,Centro (San Juan), Davao City,Davao Del Sur,MIN,Urban
48000,Macasandag, Parang,Maguindanao,MIN,Rural
